Supplier Name,Region,Country,Function,Service,Avg. Cost($),Rating,Average Delivery Time (days),Number of Escalations,Year,Resources,Delivery Frequency,Lead Time (days),Total Shipments,On-Time Delivery Rate (%),Customer Satisfaction Score,Return Rate (%),Contract Duration (months),Geographical Coverage,Technology Used
Genpact,North America,Bouvet Island (Bouvetoya),HR,Applications Development,100k,96,8,10,2014,1519,Weekly,4,1631,91,10,9,15,National,RFID
Infosys,Europe,Bermuda,IT & Infrastructure,Service Desk,100k,72,22,11,2018,8109,Weekly,13,5527,84,10,16,22,International,GPS Tracking
Capgemini,North America,Nauru,IT & Infrastructure,Applications Development,100k,99,4,4,2014,5593,Monthly,1,8997,96,10,4,23,International,RFID
Genpact,Europe,Gambia,Consulting,Applications Development,100k,99,1,4,2014,5903,Daily,3,2761,98,10,2,21,International,RFID
Capgemini,Europe,Nauru,IT & Infrastructure,Applications Development & Maintenance,150k,95,20,27,2014,9204,Monthly,8,5766,77,7,20,22,Local,IoT Sensors
Capgemini,North America,Saint Vincent and the Grenadines,IT & Infrastructure,Applications Development,100k,90,2,6,2017,8381,Weekly,2,8138,96,10,4,21,Local,RFID
Capgemini,APAC,Iceland,HR,Mainframe services,150k,79,26,25,2016,2204,Monthly,16,1444,75,7,20,33,National,Blockchain
Capgemini,North America,Angola,Consulting,Applications Development & Maintenance,150k,73,20,14,2014,1085,Weekly,10,5150,83,10,17,35,National,IoT Sensors
Capgemini,North America,Slovakia (Slovak Republic),HR,Mainframe services,150k,87,22,22,2018,2692,Weekly,11,530,78,7,20,17,Local,Blockchain
Capgemini,APAC,Fiji,Consulting,Mainframe services,150k,83,29,39,2018,2387,Monthly,11,9267,67,6,20,22,Local,Blockchain
IBM,North America,Tanzania,Consulting,Applications Development & Maintenance,150k,74,12,14,2014,3739,Monthly,8,7221,87,10,13,20,National,IoT Sensors
Genpact,Europe,Vietnam,HR,Service Desk,100k,85,16,21,2016,8501,Weekly,12,1852,82,9,18,16,Local,GPS Tracking
Capgemini,North America,Jersey,Consulting,Mainframe services,150k,80,25,46,2018,3230,Daily,16,5022,65,6,20,31,National,Blockchain
IBM,Europe,Cook Islands,HR,Applications Development & Maintenance,150k,90,12,22,2018,4971,Weekly,7,5439,83,10,17,22,National,IoT Sensors
Genpact,Europe,Guam,HR,Mainframe services,150k,75,21,49,2014,8563,Weekly,15,3534,66,6,20,30,National,Blockchain
Genpact,Europe,Greece,Consulting,Mainframe services,150k,77,26,41,2017,3525,Monthly,11,7032,67,6,20,27,National,Blockchain
Capgemini,Europe,Faroe Islands,IT & Infrastructure,Applications Development,100k,95,8,10,2017,9796,Weekly,5,9829,91,10,9,18,International,RFID
Infosys,Europe,Equatorial Guinea,HR,Applications Development,100k,91,6,3,2018,6432,Daily,2,7152,96,10,4,22,Local,RFID
Genpact,North America,Libyan Arab Jamahiriya,Consulting,Applications Development,100k,82,4,9,2018,9199,Daily,3,2569,94,10,6,23,National,RFID
Infosys,Europe,El Salvador,IT & Infrastructure,Applications Development,100k,81,5,7,2017,6620,Weekly,1,7560,95,10,5,13,Local,RFID
Capgemini,North America,Macao,IT & Infrastructure,Service Desk,100k,79,16,24,2014,2885,Weekly,12,470,80,8,20,23,National,GPS Tracking
Genpact,North America,Niue,HR,Applications Development,100k,83,4,9,2018,4798,Monthly,2,6736,94,10,6,14,International,RFID
Infosys,Europe,United Kingdom,HR,Applications Development & Maintenance,150k,98,20,23,2016,8365,Daily,10,9802,79,7,20,24,National,IoT Sensors
Infosys,Europe,Brazil,IT & Infrastructure,Service Desk,100k,95,18,18,2016,6993,Daily,8,5440,82,9,18,24,Local,GPS Tracking
IBM,Europe,Chile,Consulting,Service Desk,100k,89,25,25,2018,2871,Daily,9,5800,76,7,20,20,National,GPS Tracking
Infosys,Europe,Croatia,IT & Infrastructure,Service Desk,100k,80,25,19,2014,4908,Monthly,7,5103,79,7,20,21,Local,GPS Tracking
Capgemini,Europe,Swaziland,IT & Infrastructure,Applications Development & Maintenance,150k,88,12,26,2018,7931,Weekly,10,3143,81,9,19,24,National,IoT Sensors
Genpact,North America,Grenada,Consulting,Applications Development & Maintenance,150k,89,17,19,2014,6882,Monthly,6,257,83,10,17,16,National,IoT Sensors
Capgemini,North America,Korea,HR,Applications Development & Maintenance,150k,85,18,26,2018,8272,Daily,8,8106,78,7,20,32,Local,IoT Sensors
IBM,APAC,Kuwait,HR,Applications Development,100k,79,4,5,2016,8492,Monthly,1,9367,96,10,4,12,International,RFID
IBM,Europe,Vanuatu,Consulting,Service Desk,100k,87,16,28,2014,8231,Monthly,13,9051,78,7,20,13,Local,GPS Tracking
Capgemini,North America,Bulgaria,Consulting,Service Desk,100k,97,18,19,2014,8193,Daily,15,2023,82,9,18,12,Local,GPS Tracking
Capgemini,APAC,Heard Island and McDonald Islands,HR,Applications Development & Maintenance,150k,74,15,29,2016,4390,Monthly,9,1072,79,7,20,32,International,IoT Sensors
IBM,Europe,Seychelles,Consulting,Mainframe services,150k,79,29,37,2017,9428,Monthly,14,1660,68,6,20,17,Local,Blockchain
Genpact,APAC,Madagascar,IT & Infrastructure,Service Desk,100k,92,25,14,2017,5055,Daily,9,6534,81,9,19,23,National,GPS Tracking
Capgemini,North America,Swaziland,IT & Infrastructure,Applications Development & Maintenance,150k,90,14,30,2014,7600,Monthly,10,8547,78,7,20,25,International,IoT Sensors
IBM,Europe,New Zealand,IT & Infrastructure,Mainframe services,150k,97,27,50,2014,8511,Monthly,15,5969,62,6,20,27,Local,Blockchain
IBM,North America,Equatorial Guinea,Consulting,Service Desk,100k,87,18,25,2016,8951,Daily,11,5731,79,7,20,16,International,GPS Tracking
Genpact,North America,Ghana,Consulting,Applications Development,100k,70,8,1,2018,4314,Daily,1,2261,96,10,4,13,International,RFID
IBM,APAC,Falkland Islands (Malvinas),Consulting,Mainframe services,150k,91,21,40,2016,1848,Daily,14,6593,70,7,20,23,International,Blockchain
Infosys,APAC,Saudi Arabia,IT & Infrastructure,Mainframe services,150k,85,26,40,2014,3174,Monthly,13,9826,67,6,20,14,Local,Blockchain
Genpact,North America,Nepal,IT & Infrastructure,Service Desk,100k,77,20,13,2018,2463,Daily,5,1778,84,10,16,18,Local,GPS Tracking
Genpact,Europe,Chile,HR,Mainframe services,150k,74,22,32,2014,9691,Weekly,14,9328,73,7,20,36,Local,Blockchain
Genpact,North America,Mauritania,HR,Applications Development & Maintenance,150k,91,13,30,2018,4559,Weekly,7,1520,79,7,20,35,Local,IoT Sensors
IBM,APAC,Papua New Guinea,IT & Infrastructure,Applications Development & Maintenance,150k,78,16,21,2014,5065,Daily,9,9166,82,9,18,25,International,IoT Sensors
Genpact,Europe,Comoros,HR,Mainframe services,150k,86,30,48,2016,7418,Monthly,10,4942,61,6,20,21,International,Blockchain
Capgemini,Europe,Cape Verde,HR,Applications Development,100k,72,7,2,2014,6916,Daily,4,5285,96,10,4,15,Local,RFID
Genpact,North America,Indonesia,IT & Infrastructure,Service Desk,100k,70,20,27,2014,1225,Monthly,11,4395,77,7,20,22,Local,GPS Tracking
Capgemini,North America,Brunei Darussalam,HR,Applications Development,100k,82,9,5,2014,9791,Daily,4,8908,94,10,6,22,International,RFID
Genpact,APAC,Armenia,HR,Applications Development & Maintenance,150k,80,14,12,2018,2083,Weekly,5,5181,87,10,13,28,International,IoT Sensors
Capgemini,APAC,Qatar,Consulting,Service Desk,100k,89,15,17,2014,6067,Monthly,8,2977,85,10,15,13,Local,GPS Tracking
IBM,Europe,Martinique,HR,Applications Development,100k,95,1,3,2017,3735,Monthly,2,6192,99,10,1,19,Local,RFID
IBM,Europe,Georgia,IT & Infrastructure,Mainframe services,150k,78,20,30,2014,9128,Monthly,11,7557,75,7,20,25,International,Blockchain
Genpact,North America,Solomon Islands,IT & Infrastructure,Mainframe services,150k,98,29,25,2014,4742,Daily,17,8436,74,7,20,23,Local,Blockchain
Capgemini,APAC,Uzbekistan,IT & Infrastructure,Applications Development,100k,99,1,8,2014,7870,Daily,2,3778,96,10,4,17,National,RFID
IBM,APAC,Bouvet Island (Bouvetoya),HR,Applications Development & Maintenance,150k,91,15,18,2014,3938,Weekly,10,3756,84,10,16,14,International,IoT Sensors
IBM,North America,United Kingdom,IT & Infrastructure,Applications Development,100k,87,8,5,2018,1130,Weekly,1,6144,94,10,6,24,Local,RFID
IBM,Europe,Papua New Guinea,Consulting,Mainframe services,150k,94,29,27,2016,9954,Monthly,14,4116,73,7,20,26,Local,Blockchain
Infosys,North America,Argentina,IT & Infrastructure,Applications Development,100k,94,4,9,2018,6038,Weekly,1,1803,94,10,6,17,Local,RFID
IBM,APAC,Poland,IT & Infrastructure,Applications Development & Maintenance,150k,99,10,14,2016,9515,Weekly,8,6867,88,10,12,34,International,IoT Sensors
Genpact,Europe,Liechtenstein,Consulting,Mainframe services,150k,72,29,23,2014,8126,Weekly,11,2241,75,7,20,28,Local,Blockchain
IBM,North America,Togo,Consulting,Mainframe services,150k,78,26,42,2016,2223,Weekly,15,3421,66,6,20,35,Local,Blockchain
IBM,North America,Saudi Arabia,IT & Infrastructure,Applications Development,100k,87,3,8,2017,4401,Daily,1,7504,95,10,5,19,National,RFID
IBM,Europe,Georgia,HR,Service Desk,100k,89,16,15,2014,4522,Weekly,6,5470,85,10,15,24,Local,GPS Tracking
Infosys,Europe,New Zealand,Consulting,Applications Development,100k,78,6,7,2016,1509,Monthly,2,6725,94,10,6,20,National,RFID
Infosys,APAC,Saint Pierre and Miquelon,IT & Infrastructure,Applications Development & Maintenance,150k,74,11,14,2016,7563,Daily,8,6198,88,10,12,15,International,IoT Sensors
Infosys,APAC,Nepal,HR,Applications Development,100k,84,5,2,2016,2506,Monthly,5,5532,97,10,3,12,Local,RFID
Capgemini,North America,Hong Kong,IT & Infrastructure,Applications Development,100k,82,3,10,2018,3831,Weekly,1,5899,94,10,6,18,Local,RFID
Genpact,Europe,Oman,Consulting,Applications Development & Maintenance,150k,85,17,14,2018,8848,Weekly,7,1099,85,10,15,13,Local,IoT Sensors
Genpact,Europe,Bermuda,HR,Mainframe services,150k,95,26,26,2014,7266,Weekly,12,5983,74,7,20,32,National,Blockchain
IBM,APAC,Faroe Islands,IT & Infrastructure,Service Desk,100k,80,23,20,2016,1480,Weekly,14,4702,79,7,20,18,Local,GPS Tracking
Infosys,APAC,Saint Martin,HR,Service Desk,100k,77,24,17,2017,9743,Monthly,10,1016,80,8,20,14,Local,GPS Tracking
IBM,Europe,Australia,HR,Service Desk,100k,81,17,17,2014,6761,Weekly,7,9400,84,10,16,21,International,GPS Tracking
Genpact,North America,Lebanon,IT & Infrastructure,Applications Development & Maintenance,150k,72,17,27,2014,4811,Monthly,6,9957,79,7,20,21,Local,IoT Sensors
Genpact,APAC,Suriname,Consulting,Applications Development,100k,92,1,6,2016,6301,Monthly,4,1075,97,10,3,21,Local,RFID
IBM,APAC,American Samoa,Consulting,Applications Development & Maintenance,150k,92,12,13,2018,2655,Monthly,10,5614,88,10,12,28,National,IoT Sensors
Capgemini,Europe,Eritrea,Consulting,Mainframe services,150k,75,26,45,2017,4657,Daily,12,9749,65,6,20,32,Local,Blockchain
Infosys,Europe,Hungary,HR,Service Desk,100k,82,17,15,2014,3983,Weekly,9,9969,85,10,15,23,National,GPS Tracking
IBM,Europe,Korea,IT & Infrastructure,Applications Development & Maintenance,150k,77,11,25,2017,6234,Monthly,9,2850,83,10,17,16,International,IoT Sensors
Genpact,APAC,Bosnia and Herzegovina,HR,Applications Development,100k,72,8,1,2017,5205,Monthly,3,1870,96,10,4,16,International,RFID
Capgemini,North America,Thailand,Consulting,Applications Development,100k,81,8,7,2018,2661,Daily,4,7955,93,10,7,14,International,RFID
Infosys,North America,Guyana,Consulting,Applications Development & Maintenance,150k,100,11,11,2014,2215,Daily,8,5700,90,10,10,21,Local,IoT Sensors
Capgemini,Europe,Antigua and Barbuda,IT & Infrastructure,Service Desk,100k,83,23,12,2016,8113,Daily,6,2673,83,10,17,17,Local,GPS Tracking
IBM,Europe,Guyana,Consulting,Applications Development,100k,79,4,7,2016,2571,Weekly,2,913,95,10,5,23,National,RFID
Infosys,North America,Zambia,HR,Service Desk,100k,90,20,10,2018,4271,Daily,5,1689,85,10,15,18,Local,GPS Tracking
Infosys,North America,Myanmar,Consulting,Applications Development & Maintenance,150k,85,14,12,2018,5341,Daily,10,1593,87,10,13,27,International,IoT Sensors
Capgemini,APAC,New Caledonia,Consulting,Service Desk,100k,84,21,21,2018,5315,Daily,10,3806,80,8,20,14,National,GPS Tracking
Capgemini,Europe,Angola,IT & Infrastructure,Applications Development,100k,87,2,6,2014,7342,Daily,1,8661,96,10,4,24,National,RFID
Capgemini,Europe,Saint Vincent and the Grenadines,IT & Infrastructure,Service Desk,100k,86,22,19,2016,2970,Monthly,8,7457,80,8,20,13,Local,GPS Tracking
Infosys,Europe,Senegal,Consulting,Applications Development & Maintenance,150k,76,12,11,2016,5225,Daily,6,5338,89,10,11,25,International,IoT Sensors
IBM,North America,Senegal,HR,Applications Development,100k,84,9,7,2014,9561,Daily,4,6974,93,10,7,20,Local,RFID
Infosys,APAC,Guinea,HR,Service Desk,100k,94,24,28,2014,5687,Daily,7,8875,74,7,20,21,National,GPS Tracking
Capgemini,APAC,Hungary,IT & Infrastructure,Service Desk,100k,78,25,25,2018,3356,Weekly,11,6681,76,7,20,21,Local,GPS Tracking
IBM,APAC,Finland,Consulting,Service Desk,100k,96,15,25,2017,6094,Weekly,8,4693,81,9,19,16,National,GPS Tracking
IBM,North America,North Macedonia,HR,Applications Development,100k,83,5,8,2014,4079,Daily,2,7337,94,10,6,24,Local,RFID
Genpact,APAC,Italy,Consulting,Service Desk,100k,92,23,21,2018,3222,Monthly,12,8689,79,7,20,12,International,GPS Tracking
Infosys,North America,Liberia,IT & Infrastructure,Applications Development,100k,99,4,1,2017,4262,Daily,2,4588,98,10,2,15,National,RFID
Infosys,APAC,Croatia,Consulting,Service Desk,100k,85,25,13,2018,3909,Monthly,11,7875,82,9,18,22,International,GPS Tracking
Infosys,North America,Algeria,IT & Infrastructure,Mainframe services,150k,82,24,43,2014,3669,Weekly,12,9475,67,6,20,34,Local,Blockchain
Capgemini,Europe,Madagascar,IT & Infrastructure,Applications Development & Maintenance,150k,97,20,16,2014,8767,Monthly,6,2267,82,9,18,20,International,IoT Sensors
IBM,Europe,Wallis and Futuna,HR,Applications Development & Maintenance,150k,90,13,18,2017,7943,Monthly,5,6268,85,10,15,31,National,IoT Sensors
Capgemini,Europe,Faroe Islands,IT & Infrastructure,Service Desk,100k,70,22,19,2017,5631,Weekly,8,4990,80,8,20,22,International,GPS Tracking
IBM,North America,Saint Pierre and Miquelon,Consulting,Applications Development,100k,90,6,5,2017,4086,Weekly,1,2556,95,10,5,22,International,RFID
Genpact,Europe,Turkmenistan,IT & Infrastructure,Applications Development & Maintenance,150k,90,16,20,2018,5843,Daily,9,4350,82,9,18,33,National,IoT Sensors
IBM,Europe,Angola,HR,Service Desk,100k,77,24,28,2018,6873,Weekly,5,8411,74,7,20,15,National,GPS Tracking
Capgemini,APAC,Palestinian Territory,HR,Applications Development & Maintenance,150k,78,12,19,2016,6499,Monthly,9,1563,85,10,15,15,Local,IoT Sensors
IBM,North America,Brazil,HR,Mainframe services,150k,79,26,45,2018,2929,Daily,14,7809,65,6,20,22,Local,Blockchain
Capgemini,Europe,Tonga,Consulting,Applications Development,100k,83,9,2,2014,3470,Weekly,2,2350,95,10,5,22,Local,RFID
Genpact,APAC,Venezuela,Consulting,Mainframe services,150k,80,27,24,2016,6134,Weekly,19,1050,75,7,20,22,Local,Blockchain
Genpact,North America,Ecuador,IT & Infrastructure,Service Desk,100k,74,17,28,2018,8035,Weekly,8,6709,78,7,20,24,National,GPS Tracking
IBM,APAC,Burundi,Consulting,Service Desk,100k,94,15,27,2016,1293,Weekly,5,167,80,8,20,15,International,GPS Tracking
Infosys,North America,San Marino,HR,Applications Development & Maintenance,150k,88,15,19,2017,3736,Daily,10,1169,84,10,16,16,Local,IoT Sensors
IBM,North America,Rwanda,HR,Mainframe services,150k,74,28,39,2017,9031,Weekly,17,5985,67,6,20,28,Local,Blockchain
Genpact,APAC,Russian Federation,HR,Applications Development & Maintenance,150k,70,13,17,2016,3017,Weekly,5,6106,86,10,14,35,International,IoT Sensors
Infosys,Europe,Nepal,IT & Infrastructure,Applications Development,100k,90,9,10,2014,1790,Weekly,3,1997,91,10,9,12,National,RFID
Genpact,APAC,Qatar,HR,Service Desk,100k,91,23,18,2014,5933,Weekly,6,6995,80,8,20,19,International,GPS Tracking
Genpact,North America,Afghanistan,IT & Infrastructure,Applications Development,100k,86,5,10,2014,5631,Monthly,5,1967,93,10,7,21,Local,RFID
Genpact,North America,Tanzania,HR,Service Desk,100k,83,18,18,2017,3627,Daily,14,745,82,9,18,20,International,GPS Tracking
Infosys,Europe,Mayotte,IT & Infrastructure,Service Desk,100k,99,20,17,2014,9095,Daily,12,2543,82,9,18,12,Local,GPS Tracking
IBM,North America,Bhutan,Consulting,Applications Development,100k,71,5,4,2014,3862,Monthly,1,746,96,10,4,19,National,RFID
Infosys,APAC,Norfolk Island,IT & Infrastructure,Mainframe services,150k,97,26,43,2016,3793,Monthly,15,5484,66,6,20,15,National,Blockchain
Genpact,APAC,Lebanon,Consulting,Service Desk,100k,82,16,21,2018,5453,Monthly,9,6419,82,9,18,17,International,GPS Tracking
Infosys,APAC,Tanzania,IT & Infrastructure,Service Desk,100k,83,17,13,2018,8178,Weekly,15,3069,86,10,14,14,International,GPS Tracking
Capgemini,APAC,Monaco,Consulting,Service Desk,100k,84,15,14,2014,2037,Weekly,14,4386,86,10,14,19,International,GPS Tracking
Genpact,Europe,Trinidad and Tobago,Consulting,Mainframe services,150k,86,28,44,2014,8091,Daily,20,4172,64,6,20,35,National,Blockchain
Infosys,APAC,Saint Martin,HR,Mainframe services,150k,99,30,32,2016,9283,Monthly,20,7788,69,6,20,16,National,Blockchain
IBM,APAC,Azerbaijan,HR,Applications Development & Maintenance,150k,77,15,17,2018,7607,Daily,8,3950,85,10,15,22,Local,IoT Sensors
Capgemini,North America,Jamaica,IT & Infrastructure,Service Desk,100k,85,22,12,2014,2681,Weekly,14,6709,83,10,17,19,National,GPS Tracking
IBM,Europe,Mali,HR,Applications Development,100k,76,1,2,2018,6584,Monthly,5,6053,99,10,1,24,Local,RFID
Capgemini,Europe,Puerto Rico,HR,Applications Development & Maintenance,150k,81,18,29,2018,2868,Weekly,7,1696,77,7,20,31,International,IoT Sensors
IBM,Europe,Uzbekistan,IT & Infrastructure,Applications Development & Maintenance,150k,71,15,30,2016,9067,Daily,7,2401,78,7,20,21,International,IoT Sensors
Infosys,North America,Germany,IT & Infrastructure,Service Desk,100k,84,24,16,2016,6536,Daily,9,1865,80,8,20,15,National,GPS Tracking
Genpact,North America,Suriname,IT & Infrastructure,Applications Development,100k,86,2,8,2014,8091,Monthly,5,9686,95,10,5,19,National,RFID
Capgemini,Europe,French Polynesia,HR,Applications Development & Maintenance,150k,89,12,14,2017,9259,Monthly,9,6402,87,10,13,15,National,IoT Sensors
Genpact,APAC,Monaco,Consulting,Applications Development & Maintenance,150k,89,15,19,2017,9975,Weekly,8,5243,84,10,16,26,International,IoT Sensors
IBM,Europe,Micronesia,IT & Infrastructure,Applications Development & Maintenance,150k,92,19,19,2016,9255,Daily,6,8988,82,9,18,33,International,IoT Sensors
Capgemini,Europe,Poland,HR,Mainframe services,150k,98,25,37,2017,7920,Monthly,11,309,70,7,20,27,International,Blockchain
Infosys,APAC,Switzerland,Consulting,Applications Development,100k,94,3,1,2016,5695,Daily,4,4205,99,10,1,22,Local,RFID
IBM,North America,Cape Verde,IT & Infrastructure,Applications Development,100k,89,4,9,2016,7371,Monthly,3,3992,94,10,6,12,International,RFID
Capgemini,North America,Kenya,HR,Mainframe services,150k,80,20,49,2014,1212,Monthly,20,4217,66,6,20,24,Local,Blockchain
Genpact,Europe,Guadeloupe,IT & Infrastructure,Service Desk,100k,79,25,21,2018,3906,Daily,15,1320,78,7,20,24,Local,GPS Tracking
Capgemini,North America,Netherlands,HR,Applications Development & Maintenance,150k,78,11,22,2016,3636,Monthly,9,9668,84,10,16,13,National,IoT Sensors
IBM,Europe,Cuba,IT & Infrastructure,Applications Development,100k,94,3,1,2017,9037,Weekly,4,9482,99,10,1,14,International,RFID
Infosys,Europe,Lao People's Democratic Republic,IT & Infrastructure,Mainframe services,150k,83,28,27,2018,2506,Daily,15,5824,73,7,20,17,Local,Blockchain
Genpact,Europe,Micronesia,HR,Applications Development & Maintenance,150k,85,15,21,2014,2879,Monthly,7,5768,83,10,17,21,National,IoT Sensors
IBM,North America,Zambia,IT & Infrastructure,Applications Development & Maintenance,150k,82,19,17,2017,9851,Monthly,9,4733,83,10,17,13,Local,IoT Sensors
